PlateID,Row,Column,Organism,Species,Genotype,Tissue,Comments
78,A,8,Cucumber,Cucumis sativus,P78A08,leaf,WI7416_F2:3_009
78,B,8,Cucumber,Cucumis sativus,P78B08,leaf,WI7416_F2:3_024
78,C,8,Cucumber,Cucumis sativus,P78C08,leaf,WI7416_F2:3_039
78,D,8,Cucumber,Cucumis sativus,P78D08,leaf,WI7416_F2:3_060
78,E,8,Cucumber,Cucumis sativus,P78E08,leaf,WI7416_F2:3_085
78,F,8,Cucumber,Cucumis sativus,P78F08,leaf,WI7416_F2:3_103
78,G,8,Cucumber,Cucumis sativus,P78G08,leaf,WI7416_F2:3_117
78,H,8,Cucumber,Cucumis sativus,P78H08,leaf,WI7416_F2:3_132
78,A,9,Cucumber,Cucumis sativus,P78A09,leaf,WI7416_F2:3_011
78,B,9,Cucumber,Cucumis sativus,P78B09,leaf,WI7416_F2:3_025
78,C,9,Cucumber,Cucumis sativus,P78C09,leaf,WI7416_F2:3_041
78,D,9,Cucumber,Cucumis sativus,P78D09,leaf,WI7416_F2:3_061
78,E,9,Cucumber,Cucumis sativus,P78E09,leaf,WI7416_F2:3_087
78,F,9,Cucumber,Cucumis sativus,P78F09,leaf,WI7416_F2:3_104
78,G,9,Cucumber,Cucumis sativus,P78G09,leaf,WI7416_F2:3_118
78,H,9,Cucumber,Cucumis sativus,P78H09,leaf,WI7416_F2:3_135
78,A,10,Cucumber,Cucumis sativus,P78A10,leaf,WI7416_F2:3_012
78,B,10,Cucumber,Cucumis sativus,P78B10,leaf,WI7416_F2:3_026
78,C,10,Cucumber,Cucumis sativus,P78C10,leaf,WI7416_F2:3_042
78,D,10,Cucumber,Cucumis sativus,P78D10,leaf,WI7416_F2:3_062
78,E,10,Cucumber,Cucumis sativus,P78E10,leaf,WI7416_F2:3_088
78,F,10,Cucumber,Cucumis sativus,P78F10,leaf,WI7416_F2:3_106
78,G,10,Cucumber,Cucumis sativus,P78G10,leaf,WI7416_F2:3_119
78,H,10,Cucumber,Cucumis sativus,P78H10,leaf,WI7416_F2:3_136
78,A,11,Cucumber,Cucumis sativus,P78A11,leaf,WI7416_F2:3_013
78,B,11,Cucumber,Cucumis sativus,P78B11,leaf,WI7416_F2:3_027
78,C,11,Cucumber,Cucumis sativus,P78C11,leaf,WI7416_F2:3_043
78,D,11,Cucumber,Cucumis sativus,P78D11,leaf,WI7416_F2:3_064
78,E,11,Cucumber,Cucumis sativus,P78E11,leaf,WI7416_F2:3_089
78,F,11,Cucumber,Cucumis sativus,P78F11,leaf,WI7416_F2:3_107
78,G,11,Cucumber,Cucumis sativus,P78G11,leaf,WI7416_F2:3_121
78,H,11,Cucumber,Cucumis sativus,P78H11,leaf,WI7416_F2:3_137
78,A,12,Cucumber,Cucumis sativus,P78A12,leaf,WI7416_F2:3_014
78,B,12,Cucumber,Cucumis sativus,P78B12,leaf,WI7416_F2:3_028
78,C,12,Cucumber,Cucumis sativus,P78C12,leaf,WI7416_F2:3_044
78,D,12,Cucumber,Cucumis sativus,P78D12,leaf,WI7416_F2:3_069
78,E,12,Cucumber,Cucumis sativus,P78E12,leaf,WI7416_F2:3_090
78,F,12,Cucumber,Cucumis sativus,P78F12,leaf,WI7416_F2:3_108
79,A,1,Cucumber,Cucumis sativus,P79A01,leaf,WI7841_BC1F2_1
79,B,1,Cucumber,Cucumis sativus,P79B01,leaf,WI7841_BC1F2_13
79,C,1,Cucumber,Cucumis sativus,P79C01,leaf,WI7841_BC1F2_25
79,D,1,Cucumber,Cucumis sativus,P79D01,leaf,WI7841_BC1F2_37
79,E,1,Cucumber,Cucumis sativus,P79E01,leaf,WI7841_BC1F2_49
79,F,1,Cucumber,Cucumis sativus,P79F01,leaf,WI7416_F2:3_144
79,G,1,Cucumber,Cucumis sativus,P79G01,leaf,WI7416_F2:3_160
79,H,1,Cucumber,Cucumis sativus,P79H01,leaf,WI7864_PMF2_011
79,A,2,Cucumber,Cucumis sativus,P79A02,leaf,WI7841_BC1F2_2
79,B,2,Cucumber,Cucumis sativus,P79B02,leaf,WI7841_BC1F2_14
79,C,2,Cucumber,Cucumis sativus,P79C02,leaf,WI7841_BC1F2_26
79,D,2,Cucumber,Cucumis sativus,P79D02,leaf,WI7841_BC1F2_38
79,E,2,Cucumber,Cucumis sativus,P79E2,leaf,WI7841_BC1F2_50
79,F,2,Cucumber,Cucumis sativus,P79F02,leaf,WI7416_F2:3_146
79,G,2,Cucumber,Cucumis sativus,P79G02,leaf,WI7864_PMF2_001
79,H,2,Cucumber,Cucumis sativus,P79H02,leaf,WI7864_PMF2_012
79,A,3,Cucumber,Cucumis sativus,P79A03,leaf,WI7841_BC1F2_3
79,B,3,Cucumber,Cucumis sativus,P79B03,leaf,WI7841_BC1F2_15
79,C,3,Cucumber,Cucumis sativus,P79C03,leaf,WI7841_BC1F2_27
79,D,3,Cucumber,Cucumis sativus,P79D03,leaf,WI7841_BC1F2_39
79,E,3,Cucumber,Cucumis sativus,P79E3,leaf,WI7841_BC1F2_51
79,F,3,Cucumber,Cucumis sativus,P79F03,leaf,WI7416_F2:3_147
79,G,3,Cucumber,Cucumis sativus,P79G03,leaf,WI7864_PMF2_002
79,H,3,Cucumber,Cucumis sativus,P79H03,leaf,WI7864_PMF2_013
79,A,4,Cucumber,Cucumis sativus,P79A04,leaf,WI7841_BC1F2_4
79,B,4,Cucumber,Cucumis sativus,P79B04,leaf,WI7841_BC1F2_16
79,C,4,Cucumber,Cucumis sativus,P79C04,leaf,WI7841_BC1F2_28
79,D,4,Cucumber,Cucumis sativus,P79D04,leaf,WI7841_BC1F2_40
79,E,4,Cucumber,Cucumis sativus,P79E4,leaf,WI7841_BC1F2_52
79,F,4,Cucumber,Cucumis sativus,P79F04,leaf,WI7416_F2:3_149
79,G,4,Cucumber,Cucumis sativus,P79G04,leaf,WI7864_PMF2_003
79,H,4,Cucumber,Cucumis sativus,P79H04,leaf,WI7864_PMF2_014
79,A,5,Cucumber,Cucumis sativus,P79A05,leaf,WI7841_BC1F2_5
79,B,5,Cucumber,Cucumis sativus,P79B05,leaf,WI7841_BC1F2_17
79,C,5,Cucumber,Cucumis sativus,P79C05,leaf,WI7841_BC1F2_29
79,D,5,Cucumber,Cucumis sativus,P79D05,leaf,WI7841_BC1F2_41
79,E,5,Cucumber,Cucumis sativus,P79E5,leaf,WI7841_BC1F2_53
79,F,5,Cucumber,Cucumis sativus,P79F05,leaf,WI7416_F2:3_152
79,G,5,Cucumber,Cucumis sativus,P79G05,leaf,WI7864_PMF2_004
79,H,5,Cucumber,Cucumis sativus,P79H05,leaf,WI7864_PMF2_015
79,A,6,Cucumber,Cucumis sativus,P79A06,leaf,WI7841_BC1F2_6
79,B,6,Cucumber,Cucumis sativus,P79B06,leaf,WI7841_BC1F2_18
79,C,6,Cucumber,Cucumis sativus,P79C06,leaf,WI7841_BC1F2_30
79,D,6,Cucumber,Cucumis sativus,P79D06,leaf,WI7841_BC1F2_42
79,E,6,Cucumber,Cucumis sativus,P79E6,leaf,WI7841_BC1F2_54
79,F,6,Cucumber,Cucumis sativus,P79F06,leaf,WI7416_F2:3_153
79,G,6,Cucumber,Cucumis sativus,P79G06,leaf,WI7864_PMF2_005
79,H,6,Cucumber,Cucumis sativus,P79H06,leaf,WI7864_PMF2_016
79,A,7,Cucumber,Cucumis sativus,P79A07,leaf,WI7841_BC1F2_7
79,B,7,Cucumber,Cucumis sativus,P79B07,leaf,WI7841_BC1F2_19
79,C,7,Cucumber,Cucumis sativus,P79C07,leaf,WI7841_BC1F2_31
79,D,7,Cucumber,Cucumis sativus,P79D07,leaf,WI7841_BC1F2_43
79,E,7,Cucumber,Cucumis sativus,P79E7,leaf,WI7841_BC1F2_55
79,F,7,Cucumber,Cucumis sativus,P79F07,leaf,WI7416_F2:3_154
79,G,7,Cucumber,Cucumis sativus,P79G07,leaf,WI7864_PMF2_006
79,H,7,Cucumber,Cucumis sativus,P79H07,leaf,WI7864_PMF2_017
79,A,8,Cucumber,Cucumis sativus,P79A08,leaf,WI7841_BC1F2_8
79,B,8,Cucumber,Cucumis sativus,P79B08,leaf,WI7841_BC1F2_20
79,C,8,Cucumber,Cucumis sativus,P79C08,leaf,WI7841_BC1F2_32
79,D,8,Cucumber,Cucumis sativus,P79D08,leaf,WI7841_BC1F2_44
79,E,8,Cucumber,Cucumis sativus,P79E8,leaf,WI7841_BC1F2_56
79,F,8,Cucumber,Cucumis sativus,P79F08,leaf,WI7416_F2:3_155
79,G,8,Cucumber,Cucumis sativus,P79G08,leaf,WI7864_PMF2_007
79,H,8,Cucumber,Cucumis sativus,P79H08,leaf,WI7864_PMF2_018
79,A,9,Cucumber,Cucumis sativus,P79A09,leaf,WI7841_BC1F2_9
79,B,9,Cucumber,Cucumis sativus,P79B09,leaf,WI7841_BC1F2_21
79,C,9,Cucumber,Cucumis sativus,P79C09,leaf,WI7841_BC1F2_33
79,D,9,Cucumber,Cucumis sativus,P79D09,leaf,WI7841_BC1F2_45
79,E,9,Cucumber,Cucumis sativus,P79E9,leaf,WI7416_F2:3_139
79,F,9,Cucumber,Cucumis sativus,P79F09,leaf,WI7416_F2:3_156
79,G,9,Cucumber,Cucumis sativus,P79G09,leaf,WI7864_PMF2_008
79,H,9,Cucumber,Cucumis sativus,P79H09,leaf,WI7864_PMF2_019
79,A,10,Cucumber,Cucumis sativus,P79A10,leaf,WI7841_BC1F2_10
79,B,10,Cucumber,Cucumis sativus,P79B10,leaf,WI7841_BC1F2_22
79,C,10,Cucumber,Cucumis sativus,P79C10,leaf,WI7841_BC1F2_34
79,D,10,Cucumber,Cucumis sativus,P79D10,leaf,WI7841_BC1F2_46
79,E,10,Cucumber,Cucumis sativus,P79E10,leaf,WI7416_F2:3_140
79,F,10,Cucumber,Cucumis sativus,P79F10,leaf,WI7416_F2:3_157
79,G,10,Cucumber,Cucumis sativus,P79G10,leaf,WI7864_PMF2_009
79,H,10,Cucumber,Cucumis sativus,P79H10,leaf,WI7864_PMF2_020
79,A,11,Cucumber,Cucumis sativus,P79A11,leaf,WI7841_BC1F2_11
79,B,11,Cucumber,Cucumis sativus,P79B11,leaf,WI7841_BC1F2_23
79,C,11,Cucumber,Cucumis sativus,P79C11,leaf,WI7841_BC1F2_35
79,D,11,Cucumber,Cucumis sativus,P79D11,leaf,WI7841_BC1F2_47
79,E,11,Cucumber,Cucumis sativus,P79E11,leaf,WI7416_F2:3_141
79,F,11,Cucumber,Cucumis sativus,P79F11,leaf,WI7416_F2:3_158
79,G,11,Cucumber,Cucumis sativus,P79G11,leaf,WI7864_PMF2_010
79,H,11,Cucumber,Cucumis sativus,P79H11,leaf,WI7864_PMF2_021
79,A,12,Cucumber,Cucumis sativus,P79A12,leaf,WI7841_BC1F2_12
79,B,12,Cucumber,Cucumis sativus,P79B12,leaf,WI7841_BC1F2_24
79,C,12,Cucumber,Cucumis sativus,P79C12,leaf,WI7841_BC1F2_36
79,D,12,Cucumber,Cucumis sativus,P79D12,leaf,WI7841_BC1F2_48
79,E,12,Cucumber,Cucumis sativus,P79E12,leaf,WI7416_F2:3_142
79,F,12,Cucumber,Cucumis sativus,P79F12,leaf,WI7416_F2:3_159
