PlateID,Row,Column,Organism,Species,Genotype,Tissue,Comments,P1,P2,Field,Weather,Breeder,Flower
77,G,2,Cucumber,Cucumis sativus,P77G02,leaf,WI7864_PMF2_030,Sire203,Dam203,Farm157,Sunny,Josue,Green
77,H,2,Cucumber,Cucumis sativus,P77H02,leaf,WI7864_PMF2_041,Sire204,Dam204,Farm158,Sunny,Josue,Blue
77,A,3,Cucumber,Cucumis sativus,P77A03,leaf,WI7769HX_F2_009,Sire205,Dam205,Farm159,Sunny,Josue,Yellow
77,B,3,Cucumber,Cucumis sativus,P77B03,leaf,WI7769HX_F2_021,Sire206,Dam206,Farm160,Sunny,Josue,Green
77,C,3,Cucumber,Cucumis sativus,P77C03,leaf,WI7769HX_F2_033,Sire207,Dam207,Farm161,Sunny,Josue,Blue
77,D,3,Cucumber,Cucumis sativus,P77D03,leaf,WI7769HX_F2_045,Sire208,Dam208,Farm162,Sunny,Josue,Yellow
77,E,3,Cucumber,Cucumis sativus,P77E03,leaf,WI7769HX_F2_057,Sire209,Dam209,Farm163,Sunny,Josue,Green
77,F,3,Cucumber,Cucumis sativus,P77F03,leaf,WI7769HX_F2_069,Sire210,Dam210,Farm164,Sunny,Josue,Blue
77,G,3,Cucumber,Cucumis sativus,P77G03,leaf,WI7864_PMF2_031,Sire211,Dam211,Farm165,Sunny,Josue,Yellow
77,H,3,Cucumber,Cucumis sativus,P77H03,leaf,WI7864_PMF2_042,Sire212,Dam212,Farm166,Sunny,Josue,Green
77,A,4,Cucumber,Cucumis sativus,P77A04,leaf,WI7769HX_F2_010,Sire213,Dam213,Farm167,Sunny,Josue,Blue
77,B,4,Cucumber,Cucumis sativus,P77B04,leaf,WI7769HX_F2_022,Sire214,Dam214,Farm168,Sunny,Josue,Yellow
77,C,4,Cucumber,Cucumis sativus,P77C04,leaf,WI7769HX_F2_072,Sire215,Dam215,Farm169,Sunny,Josue,Green
77,D,4,Cucumber,Cucumis sativus,P77D04,leaf,WI7769HX_F2_046,Sire216,Dam216,Farm170,Sunny,Josue,Blue
77,E,4,Cucumber,Cucumis sativus,P77E04,leaf,WI7769HX_F2_058,Sire217,Dam217,Farm171,Sunny,Josue,Yellow
77,F,4,Cucumber,Cucumis sativus,P77F04,leaf,WI7769HX_F2_070,Sire218,Dam218,Farm172,Sunny,Josue,Green
77,G,4,Cucumber,Cucumis sativus,P77G04,leaf,WI7864_PMF2_032,Sire219,Dam219,Farm173,Sunny,Josue,Blue
77,H,4,Cucumber,Cucumis sativus,P77H04,leaf,WI7864_PMF2_043,Sire220,Dam220,Farm174,Sunny,Josue,Yellow
77,A,5,Cucumber,Cucumis sativus,P77A05,leaf,WI7769HX_F2_011,Sire221,Dam221,Farm175,Sunny,Josue,Green
77,B,5,Cucumber,Cucumis sativus,P77B05,leaf,WI7769HX_F2_023,Sire222,Dam222,Farm176,Sunny,Josue,Blue
77,C,5,Cucumber,Cucumis sativus,P77C05,leaf,WI7769HX_F2_035,Sire223,Dam223,Farm177,Sunny,Josue,Yellow
77,D,5,Cucumber,Cucumis sativus,P77D05,leaf,WI7769HX_F2_047,Sire224,Dam224,Farm178,Sunny,Josue,Green
77,E,5,Cucumber,Cucumis sativus,P77E05,leaf,WI7769HX_F2_059,Sire225,Dam225,Farm179,Sunny,Josue,Blue
77,F,5,Cucumber,Cucumis sativus,P77F05,leaf,WI7769HX_F2_071,Sire226,Dam226,Farm180,Sunny,Josue,Yellow
77,G,5,Cucumber,Cucumis sativus,P77G05,leaf,WI7864_PMF2_033,Sire227,Dam227,Farm181,Sunny,Josue,Green
77,H,5,Cucumber,Cucumis sativus,P77H05,leaf,WI7864_PMF2_044,Sire228,Dam228,Farm182,Sunny,Josue,Blue
77,A,6,Cucumber,Cucumis sativus,P77A06,leaf,WI7769HX_F2_012,Sire229,Dam229,Farm183,Sunny,Josue,Yellow
77,B,6,Cucumber,Cucumis sativus,P77B06,leaf,WI7769HX_F2_024,Sire230,Dam230,Farm184,Sunny,Josue,Green
77,C,6,Cucumber,Cucumis sativus,P77C06,leaf,WI7769HX_F2_036,Sire231,Dam231,Farm185,Sunny,Josue,Blue
77,D,6,Cucumber,Cucumis sativus,P77D06,leaf,WI7769HX_F2_048,Sire232,Dam232,Farm186,Sunny,Josue,Yellow
77,E,6,Cucumber,Cucumis sativus,P77E06,leaf,WI7769HX_F2_060,Sire233,Dam233,Farm187,Sunny,Josue,Green
77,F,6,Cucumber,Cucumis sativus,P77F06,leaf,WI7864_PMF2_022,Sire234,Dam234,Farm188,Sunny,Josue,Blue
77,G,6,Cucumber,Cucumis sativus,P77G06,leaf,WI7864_PMF2_034,Sire235,Dam235,Farm189,Sunny,Josue,Yellow
77,H,6,Cucumber,Cucumis sativus,P77H06,leaf,WI7864_PMF2_045,Sire236,Dam236,Farm190,Sunny,Josue,Green
77,A,7,Cucumber,Cucumis sativus,P77A07,leaf,WI7769HX_F2_013,Sire237,Dam237,Farm191,Sunny,Josue,Blue
77,B,7,Cucumber,Cucumis sativus,P77B07,leaf,WI7769HX_F2_025,Sire238,Dam238,Farm192,Sunny,Josue,Yellow
77,C,7,Cucumber,Cucumis sativus,P77C07,leaf,WI7769HX_F2_037,Sire239,Dam239,Farm193,Sunny,Josue,Green
77,D,7,Cucumber,Cucumis sativus,P77D07,leaf,WI7769HX_F2_049,Sire240,Dam240,Farm194,Sunny,Josue,Blue
77,E,7,Cucumber,Cucumis sativus,P77E07,leaf,WI7769HX_F2_061,Sire241,Dam241,Farm195,Sunny,Josue,Yellow
77,F,7,Cucumber,Cucumis sativus,P77F07,leaf,WI7864_PMF2_023,Sire242,Dam242,Farm196,Sunny,Josue,Green
77,G,7,Cucumber,Cucumis sativus,P77G07,leaf,WI7864_PMF2_035,Sire243,Dam243,Farm197,Sunny,Josue,Blue
77,H,7,Cucumber,Cucumis sativus,P77H07,leaf,WI7864_PMF2_046,Sire244,Dam244,Farm198,Sunny,Josue,Yellow
77,A,8,Cucumber,Cucumis sativus,P77A08,leaf,WI7769HX_F2_014,Sire245,Dam245,Farm199,Sunny,Josue,Green
77,B,8,Cucumber,Cucumis sativus,P77B08,leaf,WI7769HX_F2_026,Sire246,Dam246,Farm200,Sunny,Josue,Blue
77,C,8,Cucumber,Cucumis sativus,P77C08,leaf,WI7769HX_F2_073,Sire247,Dam247,Farm201,Sunny,Josue,Yellow
77,D,8,Cucumber,Cucumis sativus,P77D08,leaf,WI7769HX_F2_050,Sire248,Dam248,Farm202,Sunny,Josue,Green
77,E,8,Cucumber,Cucumis sativus,P77E08,leaf,WI7769HX_F2_062,Sire249,Dam249,Farm203,Sunny,Josue,Blue
77,F,8,Cucumber,Cucumis sativus,P77F08,leaf,WI7864_PMF2_024,Sire250,Dam250,Farm204,Sunny,Josue,Yellow
77,G,8,Cucumber,Cucumis sativus,P77G08,leaf,WI7864_PMF2_036,Sire251,Dam251,Farm205,Sunny,Josue,Green
77,H,8,Cucumber,Cucumis sativus,P77H08,leaf,WI7864_PMF2_047,Sire252,Dam252,Farm206,Sunny,Josue,Blue
77,A,9,Cucumber,Cucumis sativus,P77A09,leaf,WI7769HX_F2_015,Sire253,Dam253,Farm207,Sunny,Josue,Yellow
77,B,9,Cucumber,Cucumis sativus,P77B09,leaf,WI7769HX_F2_027,Sire254,Dam254,Farm208,Sunny,Josue,Green
77,C,9,Cucumber,Cucumis sativus,P77C09,leaf,WI7769HX_F2_039,Sire255,Dam255,Farm209,Sunny,Josue,Blue
77,D,9,Cucumber,Cucumis sativus,P77D09,leaf,WI7769HX_F2_051,Sire256,Dam256,Farm210,Sunny,Josue,Yellow
77,E,9,Cucumber,Cucumis sativus,P77E09,leaf,WI7769HX_F2_063,Sire257,Dam257,Farm211,Sunny,Josue,Green
77,F,9,Cucumber,Cucumis sativus,P77F09,leaf,WI7864_PMF2_025,Sire258,Dam258,Farm212,Sunny,Josue,Blue
77,G,9,Cucumber,Cucumis sativus,P77G09,leaf,WI7864_PMF2_037,Sire259,Dam259,Farm213,Sunny,Josue,Yellow
77,H,9,Cucumber,Cucumis sativus,P77H09,leaf,WI7864_PMF2_048,Sire260,Dam260,Farm214,Sunny,Josue,Green
77,A,10,Cucumber,Cucumis sativus,P77A10,leaf,WI7769HX_F2_016,Sire261,Dam261,Farm215,Sunny,Josue,Blue
77,B,10,Cucumber,Cucumis sativus,P77B10,leaf,WI7769HX_F2_028,Sire262,Dam262,Farm216,Sunny,Josue,Yellow
77,C,10,Cucumber,Cucumis sativus,P77C10,leaf,WI7769HX_F2_040,Sire263,Dam263,Farm217,Sunny,Josue,Green
77,D,10,Cucumber,Cucumis sativus,P77D10,leaf,WI7769HX_F2_052,Sire264,Dam264,Farm218,Sunny,Josue,Blue
77,E,10,Cucumber,Cucumis sativus,P77E10,leaf,WI7769HX_F2_064,Sire265,Dam265,Farm219,Sunny,Josue,Yellow
77,F,10,Cucumber,Cucumis sativus,P77F10,leaf,WI7864_PMF2_026,Sire266,Dam266,Farm220,Sunny,Josue,Green
77,G,10,Cucumber,Cucumis sativus,P77G10,leaf,WI7864_PMF2_038,Sire267,Dam267,Farm221,Sunny,Josue,Blue
77,H,10,Cucumber,Cucumis sativus,P77H10,leaf,WI7841_BC3F1,Sire268,Dam268,Farm222,Sunny,Josue,Yellow
77,A,11,Cucumber,Cucumis sativus,P77A11,leaf,WI7769HX_F2_017,Sire269,Dam269,Farm223,Sunny,Josue,Green
77,B,11,Cucumber,Cucumis sativus,P77B11,leaf,WI7769HX_F2_029,Sire270,Dam270,Farm224,Sunny,Josue,Blue
77,C,11,Cucumber,Cucumis sativus,P77C11,leaf,WI7769HX_F2_041,Sire271,Dam271,Farm225,Sunny,Josue,Yellow
77,D,11,Cucumber,Cucumis sativus,P77D11,leaf,WI7769HX_F2_074,Sire272,Dam272,Farm226,Sunny,Josue,Green
77,E,11,Cucumber,Cucumis sativus,P77E11,leaf,WI7769HX_F2_065,Sire273,Dam273,Farm227,Sunny,Josue,Blue
77,F,11,Cucumber,Cucumis sativus,P77F11,leaf,WI7864_PMF2_027,Sire274,Dam274,Farm228,Sunny,Josue,Yellow
77,G,11,Cucumber,Cucumis sativus,P77G11,leaf,WI7864_PMF2_039,Sire275,Dam275,Farm229,Sunny,Josue,Green
77,H,11,Cucumber,Cucumis sativus,P77H11,leaf,WI7841_BC3F1,Sire276,Dam276,Farm230,Sunny,Josue,Blue
77,A,12,Cucumber,Cucumis sativus,P77A12,leaf,WI7769HX_F2_018,Sire277,Dam277,Farm231,Sunny,Josue,Yellow
77,B,12,Cucumber,Cucumis sativus,P77B12,leaf,WI7769HX_F2_030,Sire278,Dam278,Farm232,Sunny,Josue,Green
77,C,12,Cucumber,Cucumis sativus,P77C12,leaf,WI7769HX_F2_042,Sire279,Dam279,Farm233,Sunny,Josue,Blue
77,D,12,Cucumber,Cucumis sativus,P77D12,leaf,WI7769HX_F2_054,Sire280,Dam280,Farm234,Sunny,Josue,Yellow
77,E,12,Cucumber,Cucumis sativus,P77E12,leaf,WI7769HX_F2_066,Sire281,Dam281,Farm235,Sunny,Josue,Green
77,F,12,Cucumber,Cucumis sativus,P77F12,leaf,WI7864_PMF2_028,Sire282,Dam282,Farm236,Sunny,Josue,Blue
78,A,1,Cucumber,Cucumis sativus,P78A01,leaf,9930,Sire283,Dam283,Farm237,Sunny,Josue,Yellow
78,B,1,Cucumber,Cucumis sativus,P78B01,leaf,WI7416_F2:3_015,Sire284,Dam284,Farm238,Sunny,Josue,Green
78,C,1,Cucumber,Cucumis sativus,P78C01,leaf,WI7416_F2:3_029,Sire285,Dam285,Farm239,Sunny,Josue,Blue
78,D,1,Cucumber,Cucumis sativus,P78D01,leaf,WI7416_F2:3_045,Sire286,Dam286,Farm240,Sunny,Josue,Yellow
78,E,1,Cucumber,Cucumis sativus,P78E01,leaf,WI7416_F2:3_074,Sire287,Dam287,Farm241,Sunny,Josue,Green
78,F,1,Cucumber,Cucumis sativus,P78F01,leaf,WI7416_F2:3_091,Sire288,Dam288,Farm242,Sunny,Josue,Blue
78,G,1,Cucumber,Cucumis sativus,P78G01,leaf,WI7416_F2:3_110,Sire289,Dam289,Farm243,Sunny,Josue,Yellow
78,H,1,Cucumber,Cucumis sativus,P78H01,leaf,WI7416_F2:3_122,Sire290,Dam290,Farm244,Sunny,Josue,Green
78,A,2,Cucumber,Cucumis sativus,P78A02,leaf,F1,Sire291,Dam291,Farm245,Sunny,Josue,Blue
78,B,2,Cucumber,Cucumis sativus,P78B02,leaf,WI7416_F2:3_016,Sire292,Dam292,Farm246,Sunny,Josue,Yellow
78,C,2,Cucumber,Cucumis sativus,P78C02,leaf,WI7416_F2:3_031,Sire293,Dam293,Farm247,Sunny,Josue,Green
78,D,2,Cucumber,Cucumis sativus,P78D02,leaf,WI7416_F2:3_047,Sire294,Dam294,Farm248,Sunny,Josue,Blue
78,E,2,Cucumber,Cucumis sativus,P78E02,leaf,WI7416_F2:3_075,Sire295,Dam295,Farm249,Sunny,Josue,Yellow
78,F,2,Cucumber,Cucumis sativus,P78F02,leaf,WI7416_F2:3_096,Sire296,Dam296,Farm250,Sunny,Josue,Green
78,G,2,Cucumber,Cucumis sativus,P78G02,leaf,WI7416_F2:3_111,Sire297,Dam297,Farm251,Sunny,Josue,Blue
78,H,2,Cucumber,Cucumis sativus,P78H02,leaf,WI7416_F2:3_125,Sire298,Dam298,Farm252,Sunny,Josue,Yellow
78,A,3,Cucumber,Cucumis sativus,P78A03,leaf,WI7012,Sire299,Dam299,Farm253,Sunny,Josue,Green
78,B,3,Cucumber,Cucumis sativus,P78B03,leaf,WI7416_F2:3_017,Sire300,Dam300,Farm254,Sunny,Josue,Blue
78,C,3,Cucumber,Cucumis sativus,P78C03,leaf,WI7416_F2:3_032,Sire301,Dam301,Farm255,Sunny,Josue,Yellow
78,D,3,Cucumber,Cucumis sativus,P78D03,leaf,WI7416_F2:3_048,Sire302,Dam302,Farm256,Sunny,Josue,Green
78,E,3,Cucumber,Cucumis sativus,P78E03,leaf,WI7416_F2:3_077,Sire303,Dam303,Farm257,Sunny,Josue,Blue
78,F,3,Cucumber,Cucumis sativus,P78F03,leaf,WI7416_F2:3_097,Sire304,Dam304,Farm258,Sunny,Josue,Yellow
78,G,3,Cucumber,Cucumis sativus,P78G03,leaf,WI7416_F2:3_112,Sire305,Dam305,Farm259,Sunny,Josue,Green
78,H,3,Cucumber,Cucumis sativus,P78H03,leaf,WI7416_F2:3_126,Sire306,Dam306,Farm260,Sunny,Josue,Blue
78,A,4,Cucumber,Cucumis sativus,P78A04,leaf,WI7416_F2:3_001,Sire307,Dam307,Farm261,Sunny,Josue,Yellow
78,B,4,Cucumber,Cucumis sativus,P78B04,leaf,WI7416_F2:3_018,Sire308,Dam308,Farm262,Sunny,Josue,Green
78,C,4,Cucumber,Cucumis sativus,P78C04,leaf,WI7416_F2:3_033,Sire309,Dam309,Farm263,Sunny,Josue,Blue
78,D,4,Cucumber,Cucumis sativus,P78D04,leaf,WI7416_F2:3_049,Sire310,Dam310,Farm264,Sunny,Josue,Yellow
78,E,4,Cucumber,Cucumis sativus,P78E04,leaf,WI7416_F2:3_078,Sire311,Dam311,Farm265,Sunny,Josue,Green
78,F,4,Cucumber,Cucumis sativus,P78F04,leaf,WI7416_F2:3_098,Sire312,Dam312,Farm266,Sunny,Josue,Blue
78,G,4,Cucumber,Cucumis sativus,P78G04,leaf,WI7416_F2:3_113,Sire313,Dam313,Farm267,Sunny,Josue,Yellow
78,H,4,Cucumber,Cucumis sativus,P78H04,leaf,WI7416_F2:3_127,Sire314,Dam314,Farm268,Sunny,Josue,Green
78,A,5,Cucumber,Cucumis sativus,P78A05,leaf,WI7416_F2:3_004,Sire315,Dam315,Farm269,Sunny,Josue,Blue
78,B,5,Cucumber,Cucumis sativus,P78B05,leaf,WI7416_F2:3_020,Sire316,Dam316,Farm270,Sunny,Josue,Yellow
78,C,5,Cucumber,Cucumis sativus,P78C05,leaf,WI7416_F2:3_035,Sire317,Dam317,Farm271,Sunny,Josue,Green
78,D,5,Cucumber,Cucumis sativus,P78D05,leaf,WI7416_F2:3_055,Sire318,Dam318,Farm272,Sunny,Josue,Blue
78,E,5,Cucumber,Cucumis sativus,P78E05,leaf,WI7416_F2:3_080,Sire319,Dam319,Farm273,Sunny,Josue,Yellow
78,F,5,Cucumber,Cucumis sativus,P78F05,leaf,WI7416_F2:3_099,Sire320,Dam320,Farm274,Sunny,Josue,Green
78,G,5,Cucumber,Cucumis sativus,P78G05,leaf,WI7416_F2:3_114,Sire321,Dam321,Farm275,Sunny,Josue,Blue
78,H,5,Cucumber,Cucumis sativus,P78H05,leaf,WI7416_F2:3_128,Sire322,Dam322,Farm276,Sunny,Josue,Yellow
78,A,6,Cucumber,Cucumis sativus,P78A06,leaf,WI7416_F2:3_006,Sire323,Dam323,Farm277,Sunny,Josue,Green
78,B,6,Cucumber,Cucumis sativus,P78B06,leaf,WI7416_F2:3_021,Sire324,Dam324,Farm278,Sunny,Josue,Blue
78,C,6,Cucumber,Cucumis sativus,P78C06,leaf,WI7416_F2:3_036,Sire325,Dam325,Farm279,Sunny,Josue,Yellow
78,D,6,Cucumber,Cucumis sativus,P78D06,leaf,WI7416_F2:3_057,Sire326,Dam326,Farm280,Sunny,Josue,Green
78,E,6,Cucumber,Cucumis sativus,P78E06,leaf,WI7416_F2:3_082,Sire327,Dam327,Farm281,Sunny,Josue,Blue
78,F,6,Cucumber,Cucumis sativus,P78F06,leaf,WI7416_F2:3_101,Sire328,Dam328,Farm282,Sunny,Josue,Yellow
78,G,6,Cucumber,Cucumis sativus,P78G06,leaf,WI7416_F2:3_115,Sire329,Dam329,Farm283,Sunny,Josue,Green
78,H,6,Cucumber,Cucumis sativus,P78H06,leaf,WI7416_F2:3_130,Sire330,Dam330,Farm284,Sunny,Josue,Blue
78,A,7,Cucumber,Cucumis sativus,P78A07,leaf,WI7416_F2:3_008,Sire331,Dam331,Farm285,Sunny,Josue,Yellow
78,B,7,Cucumber,Cucumis sativus,P78B07,leaf,WI7416_F2:3_023,Sire332,Dam332,Farm286,Sunny,Josue,Green
78,C,7,Cucumber,Cucumis sativus,P78C07,leaf,WI7416_F2:3_037,Sire333,Dam333,Farm287,Sunny,Josue,Blue
78,D,7,Cucumber,Cucumis sativus,P78D07,leaf,WI7416_F2:3_059,Sire334,Dam334,Farm288,Sunny,Josue,Yellow
78,E,7,Cucumber,Cucumis sativus,P78E07,leaf,WI7416_F2:3_084,Sire335,Dam335,Farm289,Sunny,Josue,Green
78,F,7,Cucumber,Cucumis sativus,P78F07,leaf,WI7416_F2:3_102,Sire336,Dam336,Farm290,Sunny,Josue,Blue
78,G,7,Cucumber,Cucumis sativus,P78G07,leaf,WI7416_F2:3_116,Sire337,Dam337,Farm291,Sunny,Josue,Yellow
78,H,7,Cucumber,Cucumis sativus,P78H07,leaf,WI7416_F2:3_131,Sire338,Dam338,Farm292,Sunny,Josue,Green
78,A,8,Cucumber,Cucumis sativus,P78A08,leaf,WI7416_F2:3_009,Sire339,Dam339,Farm293,Sunny,Josue,Blue
78,B,8,Cucumber,Cucumis sativus,P78B08,leaf,WI7416_F2:3_024,Sire340,Dam340,Farm294,Sunny,Josue,Yellow
78,C,8,Cucumber,Cucumis sativus,P78C08,leaf,WI7416_F2:3_039,Sire341,Dam341,Farm295,Sunny,Josue,Green
78,D,8,Cucumber,Cucumis sativus,P78D08,leaf,WI7416_F2:3_060,Sire342,Dam342,Farm296,Sunny,Josue,Blue
78,E,8,Cucumber,Cucumis sativus,P78E08,leaf,WI7416_F2:3_085,Sire343,Dam343,Farm297,Sunny,Josue,Yellow
78,F,8,Cucumber,Cucumis sativus,P78F08,leaf,WI7416_F2:3_103,Sire344,Dam344,Farm298,Sunny,Josue,Green
78,G,8,Cucumber,Cucumis sativus,P78G08,leaf,WI7416_F2:3_117,Sire345,Dam345,Farm299,Sunny,Josue,Blue
78,H,8,Cucumber,Cucumis sativus,P78H08,leaf,WI7416_F2:3_132,Sire346,Dam346,Farm300,Sunny,Josue,Yellow
78,A,9,Cucumber,Cucumis sativus,P78A09,leaf,WI7416_F2:3_011,Sire347,Dam347,Farm301,Sunny,Josue,Green
78,B,9,Cucumber,Cucumis sativus,P78B09,leaf,WI7416_F2:3_025,Sire348,Dam348,Farm302,Sunny,Josue,Blue
78,C,9,Cucumber,Cucumis sativus,P78C09,leaf,WI7416_F2:3_041,Sire349,Dam349,Farm303,Sunny,Josue,Yellow
78,D,9,Cucumber,Cucumis sativus,P78D09,leaf,WI7416_F2:3_061,Sire350,Dam350,Farm304,Sunny,Josue,Green
78,E,9,Cucumber,Cucumis sativus,P78E09,leaf,WI7416_F2:3_087,Sire351,Dam351,Farm305,Sunny,Josue,Blue
78,F,9,Cucumber,Cucumis sativus,P78F09,leaf,WI7416_F2:3_104,Sire352,Dam352,Farm306,Sunny,Josue,Yellow
78,G,9,Cucumber,Cucumis sativus,P78G09,leaf,WI7416_F2:3_118,Sire353,Dam353,Farm307,Sunny,Josue,Green
78,H,9,Cucumber,Cucumis sativus,P78H09,leaf,WI7416_F2:3_135,Sire354,Dam354,Farm308,Sunny,Josue,Blue
78,A,10,Cucumber,Cucumis sativus,P78A10,leaf,WI7416_F2:3_012,Sire355,Dam355,Farm309,Sunny,Josue,Yellow
78,B,10,Cucumber,Cucumis sativus,P78B10,leaf,WI7416_F2:3_026,Sire356,Dam356,Farm310,Sunny,Josue,Green
78,C,10,Cucumber,Cucumis sativus,P78C10,leaf,WI7416_F2:3_042,Sire357,Dam357,Farm311,Sunny,Josue,Blue
78,D,10,Cucumber,Cucumis sativus,P78D10,leaf,WI7416_F2:3_062,Sire358,Dam358,Farm312,Sunny,Josue,Yellow
78,E,10,Cucumber,Cucumis sativus,P78E10,leaf,WI7416_F2:3_088,Sire359,Dam359,Farm313,Sunny,Josue,Green
78,F,10,Cucumber,Cucumis sativus,P78F10,leaf,WI7416_F2:3_106,Sire360,Dam360,Farm314,Sunny,Josue,Blue
78,G,10,Cucumber,Cucumis sativus,P78G10,leaf,WI7416_F2:3_119,Sire361,Dam361,Farm315,Sunny,Josue,Yellow
78,H,10,Cucumber,Cucumis sativus,P78H10,leaf,WI7416_F2:3_136,Sire362,Dam362,Farm316,Sunny,Josue,Green
78,A,11,Cucumber,Cucumis sativus,P78A11,leaf,WI7416_F2:3_013,Sire363,Dam363,Farm317,Sunny,Josue,Blue
78,B,11,Cucumber,Cucumis sativus,P78B11,leaf,WI7416_F2:3_027,Sire364,Dam364,Farm318,Sunny,Josue,Yellow
78,C,11,Cucumber,Cucumis sativus,P78C11,leaf,WI7416_F2:3_043,Sire365,Dam365,Farm319,Sunny,Josue,Green
78,D,11,Cucumber,Cucumis sativus,P78D11,leaf,WI7416_F2:3_064,Sire366,Dam366,Farm320,Sunny,Josue,Blue
78,E,11,Cucumber,Cucumis sativus,P78E11,leaf,WI7416_F2:3_089,Sire367,Dam367,Farm321,Sunny,Josue,Yellow
78,F,11,Cucumber,Cucumis sativus,P78F11,leaf,WI7416_F2:3_107,Sire368,Dam368,Farm322,Sunny,Josue,Green
78,G,11,Cucumber,Cucumis sativus,P78G11,leaf,WI7416_F2:3_121,Sire369,Dam369,Farm323,Sunny,Josue,Blue
78,H,11,Cucumber,Cucumis sativus,P78H11,leaf,WI7416_F2:3_137,Sire370,Dam370,Farm324,Sunny,Josue,Yellow
78,A,12,Cucumber,Cucumis sativus,P78A12,leaf,WI7416_F2:3_014,Sire371,Dam371,Farm325,Sunny,Josue,Green
78,B,12,Cucumber,Cucumis sativus,P78B12,leaf,WI7416_F2:3_028,Sire372,Dam372,Farm326,Sunny,Josue,Blue
78,C,12,Cucumber,Cucumis sativus,P78C12,leaf,WI7416_F2:3_044,Sire373,Dam373,Farm327,Sunny,Josue,Yellow
78,D,12,Cucumber,Cucumis sativus,P78D12,leaf,WI7416_F2:3_069,Sire374,Dam374,Farm328,Sunny,Josue,Green
78,E,12,Cucumber,Cucumis sativus,P78E12,leaf,WI7416_F2:3_090,Sire375,Dam375,Farm329,Sunny,Josue,Blue
78,F,12,Cucumber,Cucumis sativus,P78F12,leaf,WI7416_F2:3_108,Sire376,Dam376,Farm330,Sunny,Josue,Yellow
79,A,1,Cucumber,Cucumis sativus,P79A01,leaf,WI7841_BC1F2_1,Sire377,Dam377,Farm331,Sunny,Josue,Green
79,B,1,Cucumber,Cucumis sativus,P79B01,leaf,WI7841_BC1F2_13,Sire378,Dam378,Farm332,Sunny,Josue,Blue
79,C,1,Cucumber,Cucumis sativus,P79C01,leaf,WI7841_BC1F2_25,Sire379,Dam379,Farm333,Sunny,Josue,Yellow
79,D,1,Cucumber,Cucumis sativus,P79D01,leaf,WI7841_BC1F2_37,Sire380,Dam380,Farm334,Sunny,Josue,Green
79,E,1,Cucumber,Cucumis sativus,P79E01,leaf,WI7841_BC1F2_49,Sire381,Dam381,Farm335,Sunny,Josue,Blue
79,F,1,Cucumber,Cucumis sativus,P79F01,leaf,WI7416_F2:3_144,Sire382,Dam382,Farm336,Sunny,Josue,Yellow
79,G,1,Cucumber,Cucumis sativus,P79G01,leaf,WI7416_F2:3_160,Sire383,Dam383,Farm337,Sunny,Josue,Green
79,H,1,Cucumber,Cucumis sativus,P79H01,leaf,WI7864_PMF2_011,Sire384,Dam384,Farm338,Sunny,Josue,Blue
79,A,2,Cucumber,Cucumis sativus,P79A02,leaf,WI7841_BC1F2_2,Sire385,Dam385,Farm339,Sunny,Josue,Yellow
79,B,2,Cucumber,Cucumis sativus,P79B02,leaf,WI7841_BC1F2_14,Sire386,Dam386,Farm340,Sunny,Josue,Green
79,C,2,Cucumber,Cucumis sativus,P79C02,leaf,WI7841_BC1F2_26,Sire387,Dam387,Farm341,Sunny,Josue,Blue
79,D,2,Cucumber,Cucumis sativus,P79D02,leaf,WI7841_BC1F2_38,Sire388,Dam388,Farm342,Sunny,Josue,Yellow
79,E,2,Cucumber,Cucumis sativus,P79E2,leaf,WI7841_BC1F2_50,Sire389,Dam389,Farm343,Sunny,Josue,Green
79,F,2,Cucumber,Cucumis sativus,P79F02,leaf,WI7416_F2:3_146,Sire390,Dam390,Farm344,Sunny,Josue,Blue
79,G,2,Cucumber,Cucumis sativus,P79G02,leaf,WI7864_PMF2_001,Sire391,Dam391,Farm345,Sunny,Josue,Yellow
79,H,2,Cucumber,Cucumis sativus,P79H02,leaf,WI7864_PMF2_012,Sire392,Dam392,Farm346,Sunny,Josue,Green
79,A,3,Cucumber,Cucumis sativus,P79A03,leaf,WI7841_BC1F2_3,Sire393,Dam393,Farm347,Sunny,Josue,Blue
79,B,3,Cucumber,Cucumis sativus,P79B03,leaf,WI7841_BC1F2_15,Sire394,Dam394,Farm348,Sunny,Josue,Yellow
79,C,3,Cucumber,Cucumis sativus,P79C03,leaf,WI7841_BC1F2_27,Sire395,Dam395,Farm349,Sunny,Josue,Green
79,D,3,Cucumber,Cucumis sativus,P79D03,leaf,WI7841_BC1F2_39,Sire396,Dam396,Farm350,Sunny,Josue,Blue
79,E,3,Cucumber,Cucumis sativus,P79E3,leaf,WI7841_BC1F2_51,Sire397,Dam397,Farm351,Sunny,Josue,Yellow
79,F,3,Cucumber,Cucumis sativus,P79F03,leaf,WI7416_F2:3_147,Sire398,Dam398,Farm352,Sunny,Josue,Green
79,G,3,Cucumber,Cucumis sativus,P79G03,leaf,WI7864_PMF2_002,Sire399,Dam399,Farm353,Sunny,Josue,Blue
79,H,3,Cucumber,Cucumis sativus,P79H03,leaf,WI7864_PMF2_013,Sire400,Dam400,Farm354,Sunny,Josue,Yellow
79,A,4,Cucumber,Cucumis sativus,P79A04,leaf,WI7841_BC1F2_4,Sire401,Dam401,Farm355,Sunny,Josue,Green
